period,date,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
Third Lockdown,2021-04-17,-51,-12,-20,-42,-25,10
Third Lockdown,2021-04-17,-46,3,-21,-20,-13,9
Third Lockdown,2021-04-17,-46,10,22,-20,-16,7
Third Lockdown,2021-04-17,-51,-4,-6,-40,-18,10
Third Lockdown,2021-04-17,-44,2,9,-12,-18,10
Third Lockdown,2021-04-17,-44,7,4,-60,-22,6
Third Lockdown,2021-04-17,-46,7,4,-44,-17,6
Third Lockdown,2021-04-17,-50,-6,4,-39,-19,10
Third Lockdown,2021-04-17,-47,2,4,-25,-19,11
Third Lockdown,2021-04-17,-38,-3,42,-41,-23,10
Third Lockdown,2021-04-17,-56,-8,-8,-42,-23,10
Third Lockdown,2021-04-17,-54,-4,-9,-38,-21,10
Third Lockdown,2021-04-17,-50,-4,0,-33,-20,10
Third Lockdown,2021-04-17,-51,0,-8,-45,-19,11
Third Lockdown,2021-04-17,-50,-2,-6,-32,-21,10
Third Lockdown,2021-04-17,-37,3,-9,-39,-22,8
Third Lockdown,2021-04-17,-55,-7,-14,-46,-23,10
Third Lockdown,2021-04-17,-52,-1,-6,-1,-21,11
Third Lockdown,2021-04-17,-49,5,66,-27,-27,10
Third Lockdown,2021-04-17,-48,-5,12,-61,-22,10
Third Lockdown,2021-04-17,-48,-11,6,-54,-19,10
Third Lockdown,2021-04-17,-47,-2,7,-36,-20,10
Third Lockdown,2021-04-17,-49,-8,-7,-20,-17,10
Third Lockdown,2021-04-17,-50,-5,-10,-33,-22,11
Third Lockdown,2021-04-17,-57,-5,-13,-37,-21,11
Third Lockdown,2021-04-17,-69,-22,-55,-79,-35,11
Third Lockdown,2021-04-17,-52,-4,-8,-38,-20,10
Third Lockdown,2021-04-17,-42,-2,34,-25,-17,6
Third Lockdown,2021-04-17,-50,-2,-45,-21,-22,9
Third Lockdown,2021-04-17,-54,-5,-33,-44,-25,12
Third Lockdown,2021-04-17,-48,-4,8,-27,-20,10
Third Lockdown,2021-04-17,-51,-6,2,-45,-17,10
Third Lockdown,2021-04-17,-50,-5,-13,-10,-16,10
Third Lockdown,2021-04-17,-48,-2,-6,-39,-20,9
Third Lockdown,2021-04-17,-48,3,8,-33,-22,9
Third Lockdown,2021-04-17,-45,2,29,-36,-18,11
Third Lockdown,2021-04-17,-41,4,-2,-7,-15,8
Third Lockdown,2021-04-17,-42,-5,20,-28,-20,6
Third Lockdown,2021-04-17,-49,-4,23,-30,-16,10
Third Lockdown,2021-04-17,-56,-7,-23,-42,-27,12
Third Lockdown,2021-04-17,-44,2,-9,-38,-20,11
Third Lockdown,2021-04-17,-60,-16,-63,-38,-21,10
Third Lockdown,2021-04-17,-49,-2,-17,-32,-21,9
Third Lockdown,2021-04-17,-49,-4,4,-41,-19,10
Third Lockdown,2021-04-17,-71,-12,-35,-40,-20,9
Third Lockdown,2021-04-17,-49,-2,13,-27,-18,10
Third Lockdown,2021-04-17,-44,-6,-1,-22,-18,9
Third Lockdown,2021-04-17,-45,1,-2,-21,-18,11
Third Lockdown,2021-04-17,-48,-3,1,-60,-10,9
Third Lockdown,2021-04-17,-48,-2,4,-30,-18,11
Third Lockdown,2021-04-17,-41,-6,36,-46,-15,9
Third Lockdown,2021-04-17,-50,2,15,-48,-15,10
Third Lockdown,2021-04-17,-47,-4,-15,-31,-17,11
Third Lockdown,2021-04-17,-48,2,35,-26,-15,8
Third Lockdown,2021-04-17,-43,-2,14,-26,-17,11
Third Lockdown,2021-04-17,-52,-8,3,-29,-22,10
Third Lockdown,2021-04-17,-44,-2,3,-42,-19,10
Third Lockdown,2021-04-17,-44,1,19,-14,-15,11
Third Lockdown,2021-04-17,-47,-7,2,-29,-20,10
Third Lockdown,2021-04-17,-55,-8,-17,-53,-22,11
Third Lockdown,2021-04-17,-45,-4,44,-46,-22,11
Third Lockdown,2021-04-17,-46,-1,4,-34,-20,9
Third Lockdown,2021-04-17,-47,-1,-6,-37,-19,10
Third Lockdown,2021-04-17,-44,3,3,-21,-24,9
