period,date,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
Second Lockdown,2020-11-05,-58,-14,-37,-51,-38,19
Second Lockdown,2020-11-05,-57,-16,-6,-44,-24,13
Second Lockdown,2020-11-05,-55,-14,-15,-41,-31,17
Second Lockdown,2020-11-05,-49,-6,1,-15,-22,11
Second Lockdown,2020-11-05,-47,-11,5,-34,-23,11
Second Lockdown,2020-11-05,-46,-6,-14,-34,-29,15
Second Lockdown,2020-11-05,-48,-11,6,-28,-18,10
Second Lockdown,2020-11-05,-55,-13,-23,-20,-23,13
Second Lockdown,2020-11-05,-51,-12,-5,-29,-17,11
Second Lockdown,2020-11-05,-54,-13,-23,-47,-32,14
Second Lockdown,2020-11-05,-42,4,30,-31,-18,11
Second Lockdown,2020-11-05,-47,-12,13,-31,-19,12
Second Lockdown,2020-11-05,-46,-11,0,-29,-21,11
Second Lockdown,2020-11-05,-48,-9,-23,-23,-17,10
Second Lockdown,2020-11-05,-44,-4,1,-15,-18,12
Second Lockdown,2020-11-05,-57,-18,-41,-3,-26,13
Second Lockdown,2020-11-05,-52,-13,-15,-32,-23,12
Second Lockdown,2020-11-05,-54,-7,-24,-39,-33,17
Second Lockdown,2020-11-05,-46,-10,-3,-14,-23,9
Second Lockdown,2020-11-05,-51,-9,-17,-37,-27,13
Second Lockdown,2020-11-05,-52,-13,-30,-48,-25,13
Second Lockdown,2020-11-05,-53,-16,-8,-34,-29,13
Second Lockdown,2020-11-05,-51,-5,-25,-43,-41,20
Second Lockdown,2020-11-05,-46,-4,-2,-36,-18,10
Second Lockdown,2020-11-05,-53,-11,-9,-34,-25,12
Second Lockdown,2020-11-05,-49,-4,-3,-37,-37,16
Second Lockdown,2020-11-05,-57,-12,-36,-45,-35,18
Second Lockdown,2020-11-05,-54,-13,-44,-30,-25,14
Second Lockdown,2020-11-05,-54,-11,-14,-41,-24,12
Second Lockdown,2020-11-05,-45,-7,-4,-40,-27,13
Second Lockdown,2020-11-05,-49,-9,-14,-32,-23,11
Second Lockdown,2020-11-05,-55,-10,-35,-44,-26,14
Second Lockdown,2020-11-05,-45,-10,-1,-17,-21,9
Second Lockdown,2020-11-05,-50,-8,-16,-21,-24,12
Second Lockdown,2020-11-05,-48,-10,2,-34,-22,10
Second Lockdown,2020-11-05,-48,-4,5,32,-23,10
Second Lockdown,2020-11-05,-49,-12,-14,-35,-20,9
Second Lockdown,2020-11-05,-42,-3,-1,-25,-20,12
Second Lockdown,2020-11-05,-50,-9,-17,-41,-28,13
Second Lockdown,2020-11-05,-50,-12,-1,-36,-20,10
Second Lockdown,2020-11-05,-54,-12,-10,-41,-28,14
Second Lockdown,2020-11-05,-57,-14,-33,-45,-30,16
Second Lockdown,2020-11-05,-57,-18,-32,-28,-29,15
Second Lockdown,2020-11-05,-42,-13,-2,-37,-22,10
Second Lockdown,2020-11-05,-52,-10,-7,-49,-26,13
Second Lockdown,2020-11-05,-49,-15,-9,-24,-23,12
Second Lockdown,2020-11-05,-52,-10,-23,-39,-26,13
Second Lockdown,2020-11-05,-53,-13,-15,-42,-28,12
Second Lockdown,2020-11-05,-46,-8,-4,-30,-16,10
Second Lockdown,2020-11-05,-45,-13,-10,-36,-22,9
Second Lockdown,2020-11-05,-50,-9,-18,-43,-30,14
Second Lockdown,2020-11-05,-47,-4,-17,-48,-35,17
Second Lockdown,2020-11-05,-49,-9,3,-27,-23,12
Second Lockdown,2020-11-05,-46,-8,-17,-62,-37,17
Second Lockdown,2020-11-05,-57,-14,-32,-45,-31,17
Second Lockdown,2020-11-05,-56,-14,-19,-11,-28,13
Second Lockdown,2020-11-05,-47,-9,6,-30,-22,12
Second Lockdown,2020-11-05,-45,-6,1,-24,-21,9
Second Lockdown,2020-11-05,-54,-13,-8,-34,-26,14
Second Lockdown,2020-11-05,-46,-6,-22,-17,-21,11
Second Lockdown,2020-11-05,-50,-11,-11,-36,-21,9
Second Lockdown,2020-11-05,-49,-7,-7,9,-27,11
Second Lockdown,2020-11-05,-59,-12,-41,-49,-42,20
Second Lockdown,2020-11-05,-60,-25,-46,-62,-28,12
Second Lockdown,2020-11-05,-53,-10,-32,-20,-25,11
Second Lockdown,2020-11-05,-49,-11,-20,-37,-26,14
Second Lockdown,2020-11-05,-50,-8,-17,-19,-25,12
Second Lockdown,2020-11-05,-50,-12,-9,-37,-25,12
Second Lockdown,2020-11-06,-47,-11,-27,-52,-36,19
Second Lockdown,2020-11-06,-51,-12,-9,-28,-21,14
Second Lockdown,2020-11-06,-54,-14,-23,-43,-28,15
Second Lockdown,2020-11-06,-52,-6,5,21,-25,12
Second Lockdown,2020-11-06,-54,-16,-21,-26,-27,16
Second Lockdown,2020-11-06,-46,-4,-19,-46,-34,19
Second Lockdown,2020-11-06,-51,-13,-12,-36,-18,12
Second Lockdown,2020-11-06,-46,-13,-12,-27,-22,13
Second Lockdown,2020-11-06,-56,-13,-22,-18,-28,16
Second Lockdown,2020-11-06,-54,-12,-26,-45,-24,15
Second Lockdown,2020-11-06,-50,-11,1,-42,-26,15
Second Lockdown,2020-11-06,-59,-14,-35,-44,-30,17
Second Lockdown,2020-11-06,-56,-10,-18,-38,-28,15
Second Lockdown,2020-11-06,-59,-19,-42,-39,-32,18
Second Lockdown,2020-11-06,-50,-9,-27,-48,-30,16
Second Lockdown,2020-11-06,-52,-11,-26,-40,-29,16
Second Lockdown,2020-11-06,-50,-12,7,-28,-22,12
Second Lockdown,2020-11-06,-53,-16,-36,-46,-25,14
Second Lockdown,2020-11-06,-51,-12,-20,-27,-22,14
Second Lockdown,2020-11-06,-56,-13,-20,-25,-23,16
Second Lockdown,2020-11-06,-51,-12,19,-30,-17,13
Second Lockdown,2020-11-06,-70,-27,-68,-59,-32,17
Second Lockdown,2020-11-06,-50,-15,-12,-13,-18,15
Second Lockdown,2020-11-06,-54,-12,-20,-33,-21,13
Second Lockdown,2020-11-06,-48,-7,-7,-38,-29,17
Second Lockdown,2020-11-06,-56,-15,-22,-44,-32,19
Second Lockdown,2020-11-06,-50,-13,-28,-48,-29,17
Second Lockdown,2020-11-06,-51,-15,-9,-3,-26,14
Second Lockdown,2020-11-06,-52,-8,-29,-26,-21,13
Second Lockdown,2020-11-06,-50,-9,-16,-41,-28,14
Second Lockdown,2020-11-06,-51,-10,-44,-44,-41,22
Second Lockdown,2020-11-06,-52,-19,-10,-47,-24,14
Second Lockdown,2020-11-06,-45,-8,-5,-27,-20,14
Second Lockdown,2020-11-06,-54,-14,-24,-53,-24,15
Second Lockdown,2020-11-06,-50,-7,-16,-42,-24,14
Second Lockdown,2020-11-06,-46,-13,-10,-34,-22,12
Second Lockdown,2020-11-06,-48,-9,4,-1,-17,12
Second Lockdown,2020-11-06,-60,-8,-26,-50,-51,25
Second Lockdown,2020-11-06,-50,-7,10,-30,-23,15
Second Lockdown,2020-11-06,-66,-30,-54,-58,-28,14
Second Lockdown,2020-11-06,-46,-6,-3,-34,-23,13
Second Lockdown,2020-11-06,-47,-9,-8,-27,-22,13
Second Lockdown,2020-11-06,-51,-13,5,-41,-22,13
Second Lockdown,2020-11-06,-52,-14,-20,-45,-26,15
Second Lockdown,2020-11-06,-52,-14,-10,-50,-26,16
Second Lockdown,2020-11-06,-58,-14,-6,-43,-29,19
Second Lockdown,2020-11-06,-55,-13,-24,-49,-32,16
Second Lockdown,2020-11-06,-55,-15,-18,-37,-27,17
Second Lockdown,2020-11-06,-56,-16,-22,-22,-23,14
Second Lockdown,2020-11-06,-52,-15,-21,-24,-23,14
Second Lockdown,2020-11-06,-49,-6,-9,-43,-30,15
Second Lockdown,2020-11-06,-55,-13,-27,-44,-30,17
Second Lockdown,2020-11-06,-49,-14,1,-13,-22,14
Second Lockdown,2020-11-06,-55,-14,-12,-38,-24,15
Second Lockdown,2020-11-06,-60,-19,-59,3,-25,15
Second Lockdown,2020-11-06,-57,-19,-10,-48,-24,16
Second Lockdown,2020-11-06,-77,-21,-65,-57,-54,26
Second Lockdown,2020-11-06,-54,-13,-6,-45,-24,12
Second Lockdown,2020-11-06,-54,-10,-19,-20,-21,14
Second Lockdown,2020-11-06,-47,-13,-8,-42,-21,15
Second Lockdown,2020-11-06,-56,-13,-14,-36,-24,16
Second Lockdown,2020-11-06,-45,-9,-13,-41,-21,10
Second Lockdown,2020-11-06,-53,-15,-22,-17,-23,13
Second Lockdown,2020-11-06,-53,-11,-26,-42,-26,16
Second Lockdown,2020-11-06,-51,-14,-14,-40,-25,15
Second Lockdown,2020-11-06,-53,-12,-19,-44,-25,15
Second Lockdown,2020-11-06,-50,-11,-11,-39,-27,17
Second Lockdown,2020-11-06,-45,-4,6,-40,-19,13
Second Lockdown,2020-11-06,-50,-10,-16,-42,-21,11
Second Lockdown,2020-11-06,-50,-16,-9,-15,-21,13
Second Lockdown,2020-11-06,-56,-7,-33,-50,-32,18
Second Lockdown,2020-11-06,-56,-14,-32,-46,-31,17
Second Lockdown,2020-11-06,-61,-9,-51,-50,-41,21
Second Lockdown,2020-11-06,-52,-14,-15,-28,-24,14
Second Lockdown,2020-11-06,-55,-15,-25,-42,-26,15
Second Lockdown,2020-11-06,-53,-18,-3,-37,-26,16
Second Lockdown,2020-11-06,-57,-11,-17,-48,-27,16
Second Lockdown,2020-11-06,-54,-12,-28,-32,-25,15
Second Lockdown,2020-11-06,-57,-11,-29,-52,-38,20
Second Lockdown,2020-11-06,-49,-7,-17,-13,-19,13
Second Lockdown,2020-11-06,-53,-14,-13,-38,-28,15
Second Lockdown,2020-11-06,-52,-8,-3,-40,-30,14
Second Lockdown,2020-11-06,-58,-18,-36,-38,-29,17
Second Lockdown,2020-11-06,-54,-14,-9,-33,-17,15
Second Lockdown,2020-11-06,-52,-11,-10,-40,-22,15
Second Lockdown,2020-11-06,-49,-12,-17,-45,-26,16
Second Lockdown,2020-11-06,-48,-6,-26,-35,-22,13
Second Lockdown,2020-11-06,-41,-8,-3,-41,-22,10
Second Lockdown,2020-11-06,-51,-13,-11,-26,-21,15
Second Lockdown,2020-11-06,-48,-18,-30,-50,-23,14
Second Lockdown,2020-11-06,-54,-15,-19,-44,-29,16
Second Lockdown,2020-11-06,-57,-12,-44,-46,-37,21
Second Lockdown,2020-11-06,-47,-11,5,-22,-21,10
Second Lockdown,2020-11-06,-54,-14,-13,-39,-24,14
Second Lockdown,2020-11-06,-47,-4,-8,-47,-19,12
Second Lockdown,2020-11-06,-54,-13,1,-27,-22,14
Second Lockdown,2020-11-06,-49,-16,-1,-51,-25,13
Second Lockdown,2020-11-06,-46,-2,-6,-13,-18,14
Second Lockdown,2020-11-06,-52,-11,-32,-44,-26,16
Second Lockdown,2020-11-06,-51,-9,-39,-7,-23,14
Second Lockdown,2020-11-06,-47,-9,-4,-32,-17,12
Second Lockdown,2020-11-06,-52,-12,-8,-50,-26,14
Second Lockdown,2020-11-06,-52,-3,-33,-43,-40,21
Second Lockdown,2020-11-06,-47,-6,-4,-37,-27,14
Second Lockdown,2020-11-06,-57,-14,-27,-46,-32,18
Second Lockdown,2020-11-06,-47,-17,0,-35,-24,13
Second Lockdown,2020-11-06,-50,-10,-27,-57,-25,12
Second Lockdown,2020-11-06,-54,-13,-23,-27,-23,15
Second Lockdown,2020-11-06,-49,-4,-18,-39,-37,17
Second Lockdown,2020-11-06,-53,-11,-35,-24,-27,14
Second Lockdown,2020-11-07,-61,-18,-33,-65,-31,16
Second Lockdown,2020-11-07,-63,-24,-50,-66,-35,16
Second Lockdown,2020-11-07,-63,-22,-39,-60,-34,18
Second Lockdown,2020-11-07,-65,-25,-29,-54,-33,17
Second Lockdown,2020-11-07,-60,-11,-35,-67,-28,16
Second Lockdown,2020-11-07,-60,-14,-50,-58,-33,16
Second Lockdown,2020-11-07,-60,-8,-8,-54,-37,18
Second Lockdown,2020-11-07,-65,-24,-35,-52,-27,19
Second Lockdown,2020-11-07,-59,-15,-39,-61,-31,16
Second Lockdown,2020-11-07,-61,-16,-52,-48,-28,16
Second Lockdown,2020-11-07,-63,-24,-41,-43,-29,16
Second Lockdown,2020-11-07,-73,-33,-75,-57,-36,17
Second Lockdown,2020-11-07,-80,-21,-67,-65,-38,19
Second Lockdown,2020-11-07,-66,-18,-19,-56,-30,15
Second Lockdown,2020-11-07,-59,-20,-17,-53,-25,16
Second Lockdown,2020-11-07,-62,-23,-29,-59,-28,18
Second Lockdown,2020-11-07,-53,-9,-26,-60,-25,16
Second Lockdown,2020-11-07,-57,-8,-29,-48,-35,17
Second Lockdown,2020-11-07,-64,-21,-43,-49,-29,17
Second Lockdown,2020-11-07,-63,-23,-58,-59,-31,16
Second Lockdown,2020-11-07,-60,-14,-19,,-23,16
Second Lockdown,2020-11-07,-65,-22,-39,-64,-33,15
Second Lockdown,2020-11-07,-53,-16,-20,-59,-37,16
Second Lockdown,2020-11-07,-65,-20,-66,-55,-32,17
Second Lockdown,2020-11-07,-65,-14,-51,-57,-35,17
Second Lockdown,2020-11-07,-65,-24,-43,-62,-32,19
Second Lockdown,2020-11-07,-64,-20,-44,-52,-28,17
Second Lockdown,2020-11-07,-54,-20,-24,-58,-25,17
Second Lockdown,2020-11-07,-60,-23,-20,-52,-30,16
Second Lockdown,2020-11-07,-66,-24,-36,-65,-28,16
Second Lockdown,2020-11-07,-61,-21,-45,-62,-31,16
Second Lockdown,2020-11-07,-58,-21,-35,-66,-24,17
Second Lockdown,2020-11-07,-70,-28,-29,-54,-29,16
Second Lockdown,2020-11-07,-66,-22,-48,-67,-36,18
Second Lockdown,2020-11-07,-62,-22,-44,-62,-31,17
Second Lockdown,2020-11-07,-62,-19,-36,-62,-30,16
Second Lockdown,2020-11-07,-64,-19,-27,-61,-32,17
Second Lockdown,2020-11-07,-66,-29,-32,-74,-29,17
Second Lockdown,2020-11-07,-63,-23,-42,3,-33,17
Second Lockdown,2020-11-07,-61,-17,-56,-62,-34,17
Second Lockdown,2020-11-07,-65,-22,-40,-58,-30,17
Second Lockdown,2020-11-07,-60,-18,-41,-64,-33,17
Second Lockdown,2020-11-07,-64,-22,-24,-70,-24,15
Second Lockdown,2020-11-07,-63,-25,-41,-49,-25,19
Second Lockdown,2020-11-07,-63,-17,-43,-63,-31,17
Second Lockdown,2020-11-07,-67,-25,-46,-55,-33,18
Second Lockdown,2020-11-07,-64,-21,-57,-57,-28,17
Second Lockdown,2020-11-07,-67,-21,-47,-72,-35,18
Second Lockdown,2020-11-07,-62,-15,-25,-7,-33,15
Second Lockdown,2020-11-07,-67,-25,-40,-48,-31,16
Second Lockdown,2020-11-07,-58,-26,-62,-63,-29,17
Second Lockdown,2020-11-07,-63,-23,-32,-57,-28,18
Second Lockdown,2020-11-07,-70,-26,-50,-67,-34,18
Second Lockdown,2020-11-07,-62,-20,-37,-61,-33,16
Second Lockdown,2020-11-07,-65,-23,-40,-59,-31,19
Second Lockdown,2020-11-07,-63,-20,-48,-60,-31,17
Second Lockdown,2020-11-07,-65,-18,-44,-72,-27,16
Second Lockdown,2020-11-07,-54,-17,-24,-54,-23,12
Second Lockdown,2020-11-07,-65,-22,-50,-55,-30,17
Second Lockdown,2020-11-07,-68,-20,-54,-60,-34,17
Second Lockdown,2020-11-07,-63,-21,-59,-64,-33,18
Second Lockdown,2020-11-07,-62,-21,-38,-58,-31,16
Second Lockdown,2020-11-07,-62,-22,-41,-73,-32,14
Second Lockdown,2020-11-07,-62,-21,-40,-63,-32,17
Second Lockdown,2020-11-07,-69,-18,-41,-73,-32,17
Second Lockdown,2020-11-07,-58,-15,-28,-49,-23,17
Second Lockdown,2020-11-07,-64,-19,-46,-59,-33,17
Second Lockdown,2020-11-07,-63,-20,-34,-64,-35,16
Second Lockdown,2020-11-07,-65,-22,-37,-60,-31,16
Second Lockdown,2020-11-07,-62,-21,-32,-58,-33,18
Second Lockdown,2020-11-07,-65,-21,-14,-61,-32,15
Second Lockdown,2020-11-07,-64,-21,-52,-61,-33,17
Second Lockdown,2020-11-07,-57,-17,-38,-48,-26,17
Second Lockdown,2020-11-07,-56,-19,-38,-59,-27,14
Second Lockdown,2020-11-07,-65,-25,-41,-61,-31,18
Second Lockdown,2020-11-07,-57,-19,-29,-57,-24,11
Second Lockdown,2020-11-07,-59,-19,-29,-66,-33,17
Second Lockdown,2020-11-07,-57,-12,-41,-55,-34,17
Second Lockdown,2020-11-07,-55,-10,-19,-53,-31,17
Second Lockdown,2020-11-07,-62,-19,-48,-64,-33,17
Second Lockdown,2020-11-07,-69,-27,-65,-66,-40,20
Second Lockdown,2020-11-07,-62,-23,-41,-60,-26,16
Second Lockdown,2020-11-07,-66,-24,-41,-48,-31,16
Second Lockdown,2020-11-07,-75,-47,-64,-81,-42,17
Second Lockdown,2020-11-07,-62,-16,-10,-53,-26,15
Second Lockdown,2020-11-07,-65,-16,-43,-65,-37,18
Second Lockdown,2020-11-07,-61,-19,-32,-62,-34,18
Second Lockdown,2020-11-07,-61,-19,-31,-63,-24,15
Second Lockdown,2020-11-07,-57,-24,-19,-62,-28,15
Second Lockdown,2020-11-07,-61,-24,-28,-47,-30,15
Second Lockdown,2020-11-07,-66,-25,-59,-58,-32,17
Second Lockdown,2020-11-07,-61,-21,-27,-51,-29,16
Second Lockdown,2020-11-07,-63,-17,-39,-57,-36,16
Second Lockdown,2020-11-07,-53,-6,9,-39,-37,16
Second Lockdown,2020-11-07,-67,-19,-62,-65,-36,19
Second Lockdown,2020-11-07,-57,-20,-30,-55,-28,15
Second Lockdown,2020-11-07,-61,-22,-30,-70,-32,17
Second Lockdown,2020-11-07,-64,-24,-39,-66,-30,17
Second Lockdown,2020-11-07,-62,-27,-26,-37,-31,16
Second Lockdown,2020-11-07,-62,-16,-46,-59,-34,16
Second Lockdown,2020-11-07,-65,-23,-50,-62,-33,17
Second Lockdown,2020-11-07,-65,-21,-29,-60,-31,15
Second Lockdown,2020-11-07,-77,-38,-75,-88,-47,19
Second Lockdown,2020-11-07,-68,-25,-28,-43,-27,17
Second Lockdown,2020-11-07,-60,-17,-29,-64,-23,12
Second Lockdown,2020-11-07,-59,-17,-33,-54,-29,16
Second Lockdown,2020-11-07,-65,-25,-39,-54,-29,17
Second Lockdown,2020-11-07,-68,-22,-41,-45,-35,20
Second Lockdown,2020-11-07,-62,-23,-19,-78,-28,15
Second Lockdown,2020-11-07,-68,-21,-38,-61,-33,18
Second Lockdown,2020-11-08,-57,-27,-32,-53,-34,13
Second Lockdown,2020-11-08,-55,-25,-39,-59,-29,12
Second Lockdown,2020-11-08,,,-24,-65,-23,
Second Lockdown,2020-11-08,-59,-23,-40,-67,-30,13
Second Lockdown,2020-11-08,-63,-23,-36,-69,-34,14
Second Lockdown,2020-11-08,-57,-26,-39,-56,-29,13
Second Lockdown,2020-11-08,-64,-19,-33,-45,-24,11
Second Lockdown,2020-11-08,-51,-22,-7,-58,-31,11
Second Lockdown,2020-11-08,-63,-28,-51,-67,-33,13
Second Lockdown,2020-11-08,-58,-28,-30,-66,-33,11
Second Lockdown,2020-11-08,-66,-28,-61,-64,-35,14
Second Lockdown,2020-11-08,-54,-23,-16,-45,-29,10
Second Lockdown,2020-11-08,-64,-42,-10,-61,-35,11
Second Lockdown,2020-11-08,-63,-23,-43,-53,-33,12
Second Lockdown,2020-11-08,-61,-19,-48,-61,-30,13
Second Lockdown,2020-11-08,-56,-26,-21,-49,-33,11
Second Lockdown,2020-11-08,-71,-39,-59,-68,-46,15
Second Lockdown,2020-11-08,-57,-23,-47,-60,-30,12
Second Lockdown,2020-11-08,-56,-28,-21,-54,-30,11
Second Lockdown,2020-11-08,-54,-24,-32,-58,-25,12
Second Lockdown,2020-11-08,-64,-26,-40,-69,-36,14
Second Lockdown,2020-11-08,-58,-21,-12,-55,-27,13
Second Lockdown,2020-11-08,-59,-14,13,-47,-40,12
Second Lockdown,2020-11-08,-58,-25,-34,-68,-27,13
Second Lockdown,2020-11-08,-66,-29,-46,-67,-37,14
Second Lockdown,2020-11-08,-68,-21,-36,-69,-34,12
Second Lockdown,2020-11-08,-55,-22,-27,-50,-25,13
Second Lockdown,2020-11-08,-54,-27,-43,-61,-32,14
Second Lockdown,2020-11-08,-53,-23,-20,-52,-34,12
Second Lockdown,2020-11-08,-56,-23,-33,-57,-31,14
Second Lockdown,2020-11-08,-61,-26,-34,-59,-26,10
Second Lockdown,2020-11-08,-64,-29,-32,-64,-34,12
Second Lockdown,2020-11-08,-81,-57,-70,-80,-50,16
Second Lockdown,2020-11-08,-58,-20,-27,-60,-33,13
Second Lockdown,2020-11-08,-56,-30,-18,-55,-32,13
Second Lockdown,2020-11-08,-58,-26,-18,-75,-30,11
Second Lockdown,2020-11-08,-56,-15,-31,-52,-25,12
Second Lockdown,2020-11-08,-59,-26,-27,-55,-31,12
Second Lockdown,2020-11-08,-68,-23,-48,-70,-35,16
Second Lockdown,2020-11-08,-66,-25,-13,-61,-33,11
Second Lockdown,2020-11-08,-56,-21,-34,-62,-31,12
Second Lockdown,2020-11-08,-59,-23,-22,-58,-31,13
Second Lockdown,2020-11-08,-61,-22,-22,-66,-24,11
Second Lockdown,2020-11-08,-61,-17,-41,-61,-35,13
Second Lockdown,2020-11-08,-50,,-11,-53,-27,11
Second Lockdown,2020-11-08,-69,-25,-48,-63,-38,13
Second Lockdown,2020-11-08,-58,-24,-34,-50,-33,12
Second Lockdown,2020-11-08,-62,-33,-40,-63,-34,13
Second Lockdown,2020-11-08,-54,-19,-39,-53,-29,12
Second Lockdown,2020-11-08,-60,-29,-25,-64,-31,12
Second Lockdown,2020-11-08,-60,-25,-28,-49,-31,12
Second Lockdown,2020-11-08,-61,-22,-41,-71,-32,11
Second Lockdown,2020-11-08,-53,,-15,-65,-28,11
Second Lockdown,2020-11-08,-64,-22,-31,-64,-29,14
Second Lockdown,2020-11-08,-59,-26,-31,-50,-31,13
Second Lockdown,2020-11-08,-66,-18,-41,-61,-37,13
Second Lockdown,2020-11-08,-69,-45,-66,-43,-35,12
Second Lockdown,2020-11-08,-58,,-25,-61,-28,11
Second Lockdown,2020-11-08,-62,-22,-40,-61,-33,13
Second Lockdown,2020-11-08,-65,-27,-24,-71,-33,13
Second Lockdown,2020-11-08,-57,-22,-28,-57,-28,13
Second Lockdown,2020-11-08,-61,-22,-34,-60,-28,12
Second Lockdown,2020-11-08,-58,-8,-2,-56,-38,14
Second Lockdown,2020-11-08,-57,-19,-23,-67,-37,12
Second Lockdown,2020-11-08,-58,-21,-37,-61,-24,11
Second Lockdown,2020-11-08,-59,-10,-22,-53,-39,13
Second Lockdown,2020-11-08,-59,-19,-32,-62,-36,13
Second Lockdown,2020-11-08,-58,-21,-39,-64,-21,11
Second Lockdown,2020-11-08,-53,-20,-25,-53,-22,11
Second Lockdown,2020-11-08,-64,-21,-25,-63,-31,12
Second Lockdown,2020-11-08,-56,-41,-45,-70,-32,12
Second Lockdown,2020-11-08,-55,-23,-39,-57,-35,14
Second Lockdown,2020-11-08,-60,-17,-47,-65,-33,13
Second Lockdown,2020-11-08,-56,-32,-26,-44,-27,14
Second Lockdown,2020-11-08,-64,-23,-38,-72,-35,13
Second Lockdown,2020-11-08,-54,-15,-12,-63,-34,13
Second Lockdown,2020-11-08,-83,-54,-76,-81,-56,16
Second Lockdown,2020-11-08,-57,-32,-29,-61,-32,14
Second Lockdown,2020-11-08,-58,-22,-39,-37,-31,12
Second Lockdown,2020-11-08,-63,-20,-33,-44,-28,12
Second Lockdown,2020-11-08,-68,-38,-69,-69,-35,14
Second Lockdown,2020-11-08,-62,-24,-35,-63,-32,12
Second Lockdown,2020-11-08,-56,-25,-20,-62,-28,11
Second Lockdown,2020-11-08,-57,-13,-15,2,-30,10
Second Lockdown,2020-11-08,-58,-30,-27,-71,-33,13
Second Lockdown,2020-11-08,-52,-20,-17,-49,-29,11
Second Lockdown,2020-11-08,-53,-30,-20,-70,-35,12
Second Lockdown,2020-11-08,-60,-23,-42,-65,-32,12
Second Lockdown,2020-11-08,-57,-26,-32,-65,-30,12
Second Lockdown,2020-11-08,-55,-18,-39,-66,-29,12
Second Lockdown,2020-11-08,-62,-33,-24,-55,-32,12
Second Lockdown,2020-11-08,-57,-22,-27,-64,-32,11
Second Lockdown,2020-11-08,-59,-30,-47,-69,-31,11
Second Lockdown,2020-11-08,-58,-20,-29,-67,-35,12
Second Lockdown,2020-11-08,-60,-20,-25,-57,-30,13
Second Lockdown,2020-11-08,-57,-26,-15,-64,-32,12
Second Lockdown,2020-11-08,-62,-26,-26,-48,-34,12
Second Lockdown,2020-11-08,-58,-28,-32,-65,-34,14
Second Lockdown,2020-11-08,-59,-20,-46,-49,-32,12
Second Lockdown,2020-11-08,-55,-27,-27,-75,-32,12
Second Lockdown,2020-11-08,-70,-33,-50,-74,-40,14
Second Lockdown,2020-11-08,-56,-22,-34,-71,-33,12
Second Lockdown,2020-11-08,-62,-29,-29,-61,-31,13
Second Lockdown,2020-11-08,-60,-26,-36,-61,-32,12
Second Lockdown,2020-11-08,-71,-27,-64,-66,-38,14
Second Lockdown,2020-11-08,-80,-26,-59,-68,-38,15
Second Lockdown,2020-11-08,-64,-33,-38,-74,-37,12
Second Lockdown,2020-11-08,-63,-27,-27,-46,-31,14
Second Lockdown,2020-11-08,-64,-19,-51,-62,-31,13
Second Lockdown,2020-11-08,-56,-23,-14,,-25,11
Second Lockdown,2020-11-09,-40,-13,-4,-26,-23,11
Second Lockdown,2020-11-09,-48,-14,-2,-22,-24,12
Second Lockdown,2020-11-09,-40,-14,17,-26,-20,11
Second Lockdown,2020-11-09,-56,-13,-1,-51,-52,23
Second Lockdown,2020-11-09,-42,-14,-6,-41,-21,9
Second Lockdown,2020-11-09,-40,-10,6,-21,-22,9
Second Lockdown,2020-11-09,-45,-8,-22,-46,-42,20
Second Lockdown,2020-11-09,-45,-11,-6,-38,-29,12
Second Lockdown,2020-11-09,-42,-9,-16,-18,-27,11
Second Lockdown,2020-11-09,-47,-14,-6,-26,-26,13
Second Lockdown,2020-11-09,-43,-12,-10,-26,-25,11
Second Lockdown,2020-11-09,-53,-16,-13,-48,-39,17
Second Lockdown,2020-11-09,-75,-25,-49,-54,-55,23
Second Lockdown,2020-11-09,-50,-16,-5,-14,-30,13
Second Lockdown,2020-11-09,-39,-1,21,-41,-16,10
Second Lockdown,2020-11-09,-49,-13,-11,-42,-31,14
Second Lockdown,2020-11-09,-41,-21,-8,-39,-28,11
Second Lockdown,2020-11-09,-47,-15,-4,-15,-25,10
Second Lockdown,2020-11-09,-47,-17,5,-41,-33,16
Second Lockdown,2020-11-09,-41,-2,0,-48,-37,17
Second Lockdown,2020-11-09,-49,-19,-15,-34,-30,14
Second Lockdown,2020-11-09,-40,-14,-4,-42,-21,9
Second Lockdown,2020-11-09,-42,-11,-2,-22,-21,10
Second Lockdown,2020-11-09,-44,-15,11,-19,-21,10
Second Lockdown,2020-11-09,-45,-14,-3,-41,-29,12
Second Lockdown,2020-11-09,-47,-15,1,-32,-24,11
Second Lockdown,2020-11-09,-43,-9,10,-34,-25,11
Second Lockdown,2020-11-09,-43,-8,-8,-42,-31,13
Second Lockdown,2020-11-09,-43,-13,2,-37,-25,12
Second Lockdown,2020-11-09,-45,-14,3,-32,-24,11
Second Lockdown,2020-11-09,-39,-13,7,-25,-23,11
Second Lockdown,2020-11-09,-39,-15,13,-10,-18,11
Second Lockdown,2020-11-09,-50,-17,-21,-43,-32,14
Second Lockdown,2020-11-09,-45,-14,7,-20,-23,12
Second Lockdown,2020-11-09,-42,-13,13,-37,-24,11
Second Lockdown,2020-11-09,-39,-16,14,-35,-23,10
Second Lockdown,2020-11-09,-51,-18,0,-38,-22,13
Second Lockdown,2020-11-09,-44,-9,6,-28,-22,10
Second Lockdown,2020-11-09,-52,-15,7,-40,-30,14
Second Lockdown,2020-11-09,-45,-14,-5,-40,-28,12
